Well,Sample,farm,biorep,techrep,copies/rxn,gene,integrator,type,antibiotic,matrix,copies/g,Classification
H04,3P_2,3,2,1,1514.554391,16S,2,WF,yes,manure,3029108.782,2-WF
H05,3P_2,3,2,2,1498.378928,16S,2,WF,yes,manure,2996757.856,2-WF
H06,3P_2,3,2,3,1499.513122,16S,2,WF,yes,manure,2999026.244,2-WF
A07,3P_3,3,3,1,1307.509721,16S,2,WF,yes,manure,2615019.442,2-WF
A08,3P_3,3,3,2,1336.993114,16S,2,WF,yes,manure,2673986.228,2-WF
A09,3P_3,3,3,3,1398.826111,16S,2,WF,yes,manure,2797652.222,2-WF
F10,40P_1,40,1,1,2425.472003,16S,1,WF,yes,manure,4850944.006,1-WF
F11,40P_1,40,1,2,2265.768403,16S,1,WF,yes,manure,4531536.806,1-WF
F12,40P_1,40,1,3,2318.537456,16S,1,WF,yes,manure,4637074.912,1-WF
G10,40P_2,40,2,1,3310.278453,16S,1,WF,yes,manure,6620556.906,1-WF
G11,40P_2,40,2,2,3196.396202,16S,1,WF,yes,manure,6392792.404,1-WF
G12,40P_2,40,2,3,3404.381825,16S,1,WF,yes,manure,6808763.65,1-WF
H10,40P_3,40,3,1,3463.837868,16S,1,WF,yes,manure,6927675.736,1-WF
H11,40P_3,40,3,2,3569.347476,16S,1,WF,yes,manure,7138694.952,1-WF
H12,40P_3,40,3,3,3327.325404,16S,1,WF,yes,manure,6654650.808,1-WF
A04,41P_1,41,1,1,2417.605481,16S,1,WF,yes,manure,4835210.962,1-WF
A05,41P_1,41,1,2,2345.921049,16S,1,WF,yes,manure,4691842.098,1-WF
A06,41P_1,41,1,3,2486.448848,16S,1,WF,yes,manure,4972897.696,1-WF
B04,41P_2,41,2,1,2815.891912,16S,1,WF,yes,manure,5631783.824,1-WF
B05,41P_2,41,2,2,3195.534643,16S,1,WF,yes,manure,6391069.286,1-WF
B06,41P_2,41,2,3,2891.773303,16S,1,WF,yes,manure,5783546.606,1-WF
C04,41P_3,41,3,1,2353.661198,16S,1,WF,yes,manure,4707322.396,1-WF
C05,41P_3,41,3,2,2248.40349,16S,1,WF,yes,manure,4496806.98,1-WF
C06,41P_3,41,3,3,2205.615072,16S,1,WF,yes,manure,4411230.144,1-WF
D04,42P_1,42,1,1,7618.993828,16S,1,WF,yes,manure,15237987.66,1-WF
D05,42P_1,42,1,2,7555.926684,16S,1,WF,yes,manure,15111853.37,1-WF
D06,42P_1,42,1,3,7653.795209,16S,1,WF,yes,manure,15307590.42,1-WF
E04,42P_2,42,2,1,7391.594019,16S,1,WF,yes,manure,14783188.04,1-WF
E05,42P_2,42,2,2,7590.71528,16S,1,WF,yes,manure,15181430.56,1-WF
E06,42P_2,42,2,3,7166.875561,16S,1,WF,yes,manure,14333751.12,1-WF
F04,42P_3,42,3,1,9205.707352,16S,1,WF,yes,manure,18411414.7,1-WF
F05,42P_3,42,3,2,9349.376645,16S,1,WF,yes,manure,18698753.29,1-WF
F06,42P_3,42,3,3,9752.976095,16S,1,WF,yes,manure,19505952.19,1-WF
G04,43P_1,43,1,1,14115.83878,16S,2,GF,no,manure,28231677.56,2-GF
G05,43P_1,43,1,2,13847.3665,16S,2,GF,no,manure,27694733,2-GF
G06,43P_1,43,1,3,14328.81066,16S,2,GF,no,manure,28657621.32,2-GF
H04,43P_2,43,2,1,8759.654794,16S,2,GF,no,manure,17519309.59,2-GF
H05,43P_2,43,2,2,8923.543616,16S,2,GF,no,manure,17847087.23,2-GF
H06,43P_2,43,2,3,8944.095843,16S,2,GF,no,manure,17888191.69,2-GF
A07,43P_3,43,3,1,17643.76124,16S,2,GF,no,manure,35287522.48,2-GF
A08,43P_3,43,3,2,17530.97512,16S,2,GF,no,manure,35061950.24,2-GF
A09,43P_3,43,3,3,16781.94357,16S,2,GF,no,manure,33563887.14,2-GF
B07,44P_1,44,1,1,800.9342181,16S,1,GF,yes,manure,1601868.436,1-GF
B08,44P_1,44,1,2,910.4008216,16S,1,GF,yes,manure,1820801.643,1-GF
B09,44P_1,44,1,3,934.7019338,16S,1,GF,yes,manure,1869403.868,1-GF
C07,44P_2,44,2,1,1299.665483,16S,1,GF,yes,manure,2599330.966,1-GF
C08,44P_2,44,2,2,1202.72157,16S,1,GF,yes,manure,2405443.14,1-GF
C09,44P_2,44,2,3,1246.673327,16S,1,GF,yes,manure,2493346.654,1-GF
D07,44P_3,44,3,1,1318.223383,16S,1,GF,yes,manure,2636446.766,1-GF
D08,44P_3,44,3,2,1322.222836,16S,1,GF,yes,manure,2644445.672,1-GF
D09,44P_3,44,3,3,1236.524025,16S,1,GF,yes,manure,2473048.05,1-GF
E07,45P_1,45,1,1,5198.634608,16S,1,WF,yes,manure,10397269.22,1-WF
E08,45P_1,45,1,2,5195.719179,16S,1,WF,yes,manure,10391438.36,1-WF
E09,45P_1,45,1,3,4976.13372,16S,1,WF,yes,manure,9952267.44,1-WF
F07,45P_2,45,2,1,9242.848777,16S,1,WF,yes,manure,18485697.55,1-WF
F08,45P_2,45,2,2,8843.024493,16S,1,WF,yes,manure,17686048.99,1-WF
F09,45P_2,45,2,3,8290.331629,16S,1,WF,yes,manure,16580663.26,1-WF
G07,45P_3,45,3,1,11777.7626,16S,1,WF,yes,manure,23555525.2,1-WF
G08,45P_3,45,3,2,10955.93815,16S,1,WF,yes,manure,21911876.3,1-WF
G09,45P_3,45,3,3,8723.815725,16S,1,WF,yes,manure,17447631.45,1-WF
H07,46P_1,46,1,1,3436.999943,16S,1,WF,yes,manure,6873999.886,1-WF
H08,46P_1,46,1,2,3124.003338,16S,1,WF,yes,manure,6248006.676,1-WF
H09,46P_1,46,1,3,2915.727275,16S,1,WF,yes,manure,5831454.55,1-WF
A10,46P_2,46,2,1,2686.204272,16S,1,WF,yes,manure,5372408.544,1-WF
A11,46P_2,46,2,2,2490.300167,16S,1,WF,yes,manure,4980600.334,1-WF
A12,46P_2,46,2,3,2655.537833,16S,1,WF,yes,manure,5311075.666,1-WF
B10,46P_3,46,3,1,3123.332745,16S,1,WF,yes,manure,6246665.49,1-WF
B11,46P_3,46,3,2,3277.182557,16S,1,WF,yes,manure,6554365.114,1-WF
B12,46P_3,46,3,3,2787.449116,16S,1,WF,yes,manure,5574898.232,1-WF
C10,47P_1,47,1,1,3270.228181,16S,1,WF,yes,manure,6540456.362,1-WF
C11,47P_1,47,1,2,3226.378779,16S,1,WF,yes,manure,6452757.558,1-WF
C12,47P_1,47,1,3,3257.033433,16S,1,WF,yes,manure,6514066.866,1-WF
D10,47P_2,47,2,1,4107.046867,16S,1,WF,yes,manure,8214093.734,1-WF
D11,47P_2,47,2,2,4045.871506,16S,1,WF,yes,manure,8091743.012,1-WF
D12,47P_2,47,2,3,4135.592449,16S,1,WF,yes,manure,8271184.898,1-WF
E10,47P_3,47,3,1,3876.284476,16S,1,WF,yes,manure,7752568.952,1-WF
E11,47P_3,47,3,2,3886.948982,16S,1,WF,yes,manure,7773897.964,1-WF
E12,47P_3,47,3,3,4173.797418,16S,1,WF,yes,manure,8347594.836,1-WF
F10,48P_1,48,1,1,30699.59288,16S,2,WF,yes,manure,61399185.76,2-WF
F11,48P_1,48,1,2,30059.6308,16S,2,WF,yes,manure,60119261.6,2-WF
F12,48P_1,48,1,3,31167.40325,16S,2,WF,yes,manure,62334806.5,2-WF
G10,48P_2,48,2,1,19175.79331,16S,2,WF,yes,manure,38351586.62,2-WF
G11,48P_2,48,2,2,18080.9374,16S,2,WF,yes,manure,36161874.8,2-WF
G12,48P_2,48,2,3,17244.03172,16S,2,WF,yes,manure,34488063.44,2-WF
H10,48P_3,48,3,1,13842.76319,16S,2,WF,yes,manure,27685526.38,2-WF
H11,48P_3,48,3,2,13999.47494,16S,2,WF,yes,manure,27998949.88,2-WF
H12,48P_3,48,3,3,12711.30339,16S,2,WF,yes,manure,25422606.78,2-WF
A04,49P_1,49,1,1,5436.83014,16S,2,WF,yes,manure,10873660.28,2-WF
A05,49P_1,49,1,2,5353.000185,16S,2,WF,yes,manure,10706000.37,2-WF
A06,49P_1,49,1,3,4928.113834,16S,2,WF,yes,manure,9856227.668,2-WF
B04,49P_2,49,2,1,7801.05556,16S,2,WF,yes,manure,15602111.12,2-WF
B05,49P_2,49,2,2,7748.87298,16S,2,WF,yes,manure,15497745.96,2-WF
B06,49P_2,49,2,3,7670.123071,16S,2,WF,yes,manure,15340246.14,2-WF
C04,49P_3,49,3,1,6978.234024,16S,2,WF,yes,manure,13956468.05,2-WF
C05,49P_3,49,3,2,6897.509784,16S,2,WF,yes,manure,13795019.57,2-WF
C06,49P_3,49,3,3,6732.777132,16S,2,WF,yes,manure,13465554.26,2-WF
B07,4P_1,4,1,1,446417.4461,16S,2,WF,yes,manure,892834892.2,2-WF
B08,4P_1,4,1,2,439486.3001,16S,2,WF,yes,manure,878972600.2,2-WF
B09,4P_1,4,1,3,461573.0877,16S,2,WF,yes,manure,923146175.4,2-WF
C07,4P_2,4,2,1,286094.2943,16S,2,WF,yes,manure,572188588.6,2-WF
C08,4P_2,4,2,2,273910.0956,16S,2,WF,yes,manure,547820191.2,2-WF
C09,4P_2,4,2,3,270658.6501,16S,2,WF,yes,manure,541317300.2,2-WF
D07,4P_3,4,3,1,455306.1817,16S,2,WF,yes,manure,910612363.4,2-WF
D08,4P_3,4,3,2,446039.7851,16S,2,WF,yes,manure,892079570.2,2-WF
D09,4P_3,4,3,3,454837.3133,16S,2,WF,yes,manure,909674626.6,2-WF
D04,50P_1,50,1,1,508422.835,16S,2,WF,yes,manure,1016845670,2-WF
D05,50P_1,50,1,2,515912.8144,16S,2,WF,yes,manure,1031825629,2-WF
D06,50P_1,50,1,3,513825.0687,16S,2,WF,yes,manure,1027650137,2-WF
E04,50P_2,50,2,1,473645.1979,16S,2,WF,yes,manure,947290395.8,2-WF
E05,50P_2,50,2,2,464095.3216,16S,2,WF,yes,manure,928190643.2,2-WF
E06,50P_2,50,2,3,452768.019,16S,2,WF,yes,manure,905536038,2-WF
F04,50P_3,50,3,1,454692.1581,16S,2,WF,yes,manure,909384316.2,2-WF
F05,50P_3,50,3,2,408200.0226,16S,2,WF,yes,manure,816400045.2,2-WF
F06,50P_3,50,3,3,467714.7355,16S,2,WF,yes,manure,935429471,2-WF
E07,5P_1,5,1,1,3344.606553,16S,2,WF,yes,manure,6689213.106,2-WF
E08,5P_1,5,1,2,3451.628917,16S,2,WF,yes,manure,6903257.834,2-WF
E09,5P_1,5,1,3,3383.852216,16S,2,WF,yes,manure,6767704.432,2-WF
F07,5P_2,5,2,1,6851.882837,16S,2,WF,yes,manure,13703765.67,2-WF
F08,5P_2,5,2,2,6460.878809,16S,2,WF,yes,manure,12921757.62,2-WF
F09,5P_2,5,2,3,6549.562764,16S,2,WF,yes,manure,13099125.53,2-WF
G07,5P_3,5,3,1,7965.010012,16S,2,WF,yes,manure,15930020.02,2-WF
G08,5P_3,5,3,2,7815.457708,16S,2,WF,yes,manure,15630915.42,2-WF
G09,5P_3,5,3,3,8015.490688,16S,2,WF,yes,manure,16030981.38,2-WF
H07,6P_1,6,1,1,4735.097656,16S,1,WF,yes,manure,9470195.312,1-WF
H08,6P_1,6,1,2,4303.981611,16S,1,WF,yes,manure,8607963.222,1-WF
H09,6P_1,6,1,3,4335.184229,16S,1,WF,yes,manure,8670368.458,1-WF
A10,6P_2,6,2,1,4401.921869,16S,1,WF,yes,manure,8803843.738,1-WF
A11,6P_2,6,2,2,4461.782448,16S,1,WF,yes,manure,8923564.896,1-WF
A12,6P_2,6,2,3,4383.452261,16S,1,WF,yes,manure,8766904.522,1-WF
B10,6P_3,6,3,1,4122.496715,16S,1,WF,yes,manure,8244993.43,1-WF
B11,6P_3,6,3,2,3948.489604,16S,1,WF,yes,manure,7896979.208,1-WF
B12,6P_3,6,3,3,3755.954774,16S,1,WF,yes,manure,7511909.548,1-WF
C10,7P_1,7,1,1,3674.407855,16S,1,GF,yes,manure,7348815.71,1-GF
C11,7P_1,7,1,2,3517.011691,16S,1,GF,yes,manure,7034023.382,1-GF
C12,7P_1,7,1,3,3227.696201,16S,1,GF,yes,manure,6455392.402,1-GF
D10,7P_2,7,2,1,6264.620383,16S,1,GF,yes,manure,12529240.77,1-GF
D11,7P_2,7,2,2,6534.35364,16S,1,GF,yes,manure,13068707.28,1-GF
D12,7P_2,7,2,3,5283.69292,16S,1,GF,yes,manure,10567385.84,1-GF
E10,7P_3,7,3,1,10105.22286,16S,1,GF,yes,manure,20210445.72,1-GF
E11,7P_3,7,3,2,9603.053002,16S,1,GF,yes,manure,19206106,1-GF
E12,7P_3,7,3,3,9352.801263,16S,1,GF,yes,manure,18705602.53,1-GF
F10,8P_1,8,1,1,6759.707694,16S,2,GF,yes,manure,13519415.39,2-GF
F11,8P_1,8,1,2,6879.620788,16S,2,GF,yes,manure,13759241.58,2-GF
F12,8P_1,8,1,3,6594.031871,16S,2,GF,yes,manure,13188063.74,2-GF
G10,8P_2,8,2,1,14037.17784,16S,2,GF,yes,manure,28074355.68,2-GF
G11,8P_2,8,2,2,13939.09908,16S,2,GF,yes,manure,27878198.16,2-GF
G12,8P_2,8,2,3,13381.2404,16S,2,GF,yes,manure,26762480.8,2-GF
H10,8P_3,8,3,1,11877.64392,16S,2,GF,yes,manure,23755287.84,2-GF
H11,8P_3,8,3,2,12311.63613,16S,2,GF,yes,manure,24623272.26,2-GF
H12,8P_3,8,3,3,11347.75671,16S,2,GF,yes,manure,22695513.42,2-GF
A04,9P_1,9,1,1,6549.218152,16S,2,Gilt,yes,manure,13098436.3,2-Gilt
A05,9P_1,9,1,2,7353.65531,16S,2,Gilt,yes,manure,14707310.62,2-Gilt
A06,9P_1,9,1,3,7317.995859,16S,2,Gilt,yes,manure,14635991.72,2-Gilt
B04,9P_2,9,2,1,4763.835345,16S,2,Gilt,yes,manure,9527670.69,2-Gilt
B05,9P_2,9,2,2,4830.064015,16S,2,Gilt,yes,manure,9660128.03,2-Gilt
B06,9P_2,9,2,3,4726.085532,16S,2,Gilt,yes,manure,9452171.064,2-Gilt
C04,9P_3,9,3,1,5402.861913,16S,2,Gilt,yes,manure,10805723.83,2-Gilt
C05,9P_3,9,3,2,5517.595004,16S,2,Gilt,yes,manure,11035190.01,2-Gilt
C06,9P_3,9,3,3,5604.549277,16S,2,Gilt,yes,manure,11209098.55,2-Gilt
H07,INHF10_1,INHF10,1,1,26197.37389,16S,Soil,Soil,Soil,soil,52394747.78,Soil
H08,INHF10_1,INHF10,1,2,26300.32566,16S,Soil,Soil,Soil,soil,52600651.32,Soil
H09,INHF10_1,INHF10,1,3,25511.67206,16S,Soil,Soil,Soil,soil,51023344.12,Soil
A10,INHF10_2,INHF10,2,1,21449.72531,16S,Soil,Soil,Soil,soil,42899450.62,Soil
A11,INHF10_2,INHF10,2,2,20713.47462,16S,Soil,Soil,Soil,soil,41426949.24,Soil
A12,INHF10_2,INHF10,2,3,19890.63979,16S,Soil,Soil,Soil,soil,39781279.58,Soil
B10,INHF10_3,INHF10,3,1,13486.85241,16S,Soil,Soil,Soil,soil,26973704.82,Soil
B11,INHF10_3,INHF10,3,2,13542.93488,16S,Soil,Soil,Soil,soil,27085869.76,Soil
B12,INHF10_3,INHF10,3,3,12980.53793,16S,Soil,Soil,Soil,soil,25961075.86,Soil
G04,Manure_1,Manure,1,1,6195.82644,16S,1,WF,yes,control manure,12391652.88,1-WF
G05,Manure_1,Manure,1,2,6619.423503,16S,1,WF,yes,control manure,13238847.01,1-WF
G06,Manure_1,Manure,1,3,6995.935592,16S,1,WF,yes,control manure,13991871.18,1-WF
H04,Manure_2,Manure,2,1,4559.89246,16S,1,WF,yes,control manure,9119784.92,1-WF
H05,Manure_2,Manure,2,2,4772.184386,16S,1,WF,yes,control manure,9544368.772,1-WF
H06,Manure_2,Manure,2,3,5353.196019,16S,1,WF,yes,control manure,10706392.04,1-WF
A07,Manure_3,Manure,3,1,8414.253677,16S,1,WF,yes,control manure,16828507.35,1-WF
A08,Manure_3,Manure,3,2,8133.578572,16S,1,WF,yes,control manure,16267157.14,1-WF
A09,Manure_3,Manure,3,3,8811.160491,16S,1,WF,yes,control manure,17622320.98,1-WF
E07,NEAL10_1,NEAL10,1,1,18598.0308,16S,Soil,Soil,Soil,soil,37196061.6,Soil
E08,NEAL10_1,NEAL10,1,2,18780.73835,16S,Soil,Soil,Soil,soil,37561476.7,Soil
E09,NEAL10_1,NEAL10,1,3,18851.34887,16S,Soil,Soil,Soil,soil,37702697.74,Soil
F07,NEAL10_2,NEAL10,2,1,11777.32046,16S,Soil,Soil,Soil,soil,23554640.92,Soil
F08,NEAL10_2,NEAL10,2,2,11385.10173,16S,Soil,Soil,Soil,soil,22770203.46,Soil
F09,NEAL10_2,NEAL10,2,3,11547.63565,16S,Soil,Soil,Soil,soil,23095271.3,Soil
G07,NEAL10_3,NEAL10,3,1,13361.06934,16S,Soil,Soil,Soil,soil,26722138.68,Soil
G08,NEAL10_3,NEAL10,3,2,13888.16917,16S,Soil,Soil,Soil,soil,27776338.34,Soil
G09,NEAL10_3,NEAL10,3,3,13939.19,16S,Soil,Soil,Soil,soil,27878380,Soil
B07,WOR10_1,WOR10,1,1,8581.825125,16S,Soil,Soil,Soil,soil,17163650.25,Soil
B08,WOR10_1,WOR10,1,2,8246.834538,16S,Soil,Soil,Soil,soil,16493669.08,Soil
B09,WOR10_1,WOR10,1,3,8316.290109,16S,Soil,Soil,Soil,soil,16632580.22,Soil
C07,WOR10_2,WOR10,2,1,11281.36187,16S,Soil,Soil,Soil,soil,22562723.74,Soil
C08,WOR10_2,WOR10,2,2,10841.86246,16S,Soil,Soil,Soil,soil,21683724.92,Soil
C09,WOR10_2,WOR10,2,3,10784.46067,16S,Soil,Soil,Soil,soil,21568921.34,Soil
D07,WOR10_3,WOR10,3,1,17585.22724,16S,Soil,Soil,Soil,soil,35170454.48,Soil
D08,WOR10_3,WOR10,3,2,16049.81889,16S,Soil,Soil,Soil,soil,32099637.78,Soil
D09,WOR10_3,WOR10,3,3,16204.59545,16S,Soil,Soil,Soil,soil,32409190.9,Soil
D04,10P_1,10,1,1,143.3177549,ermB,1,GF,yes,manure,286635.5098,1-GF
D05,10P_1,10,1,2,133.974711,ermB,1,GF,yes,manure,267949.422,1-GF
D06,10P_1,10,1,3,156.848101,ermB,1,GF,yes,manure,313696.202,1-GF
E04,10P_2,10,2,1,146.1454014,ermB,1,GF,yes,manure,292290.8028,1-GF
E05,10P_2,10,2,2,191.6147846,ermB,1,GF,yes,manure,383229.5692,1-GF
E06,10P_2,10,2,3,162.808737,ermB,1,GF,yes,manure,325617.474,1-GF
F04,10P_3,10,3,1,483.5119785,ermB,1,GF,yes,manure,967023.957,1-GF
F05,10P_3,10,3,2,519.6945318,ermB,1,GF,yes,manure,1039389.064,1-GF
F06,10P_3,10,3,3,430.0701047,ermB,1,GF,yes,manure,860140.2094,1-GF
G04,11P_1,11,1,1,282.1126027,ermB,1,WF,yes,manure,564225.2054,1-WF
G05,11P_1,11,1,2,252.2920975,ermB,1,WF,yes,manure,504584.195,1-WF
G06,11P_1,11,1,3,247.4443872,ermB,1,WF,yes,manure,494888.7744,1-WF
H04,11P_2,11,2,1,277.2589816,ermB,1,WF,yes,manure,554517.9632,1-WF
H05,11P_2,11,2,2,381.6236966,ermB,1,WF,yes,manure,763247.3932,1-WF
H06,11P_2,11,2,3,353.8316953,ermB,1,WF,yes,manure,707663.3906,1-WF
A07,11P_3,11,3,1,383.2042414,ermB,1,WF,yes,manure,766408.4828,1-WF
A08,11P_3,11,3,2,332.9089246,ermB,1,WF,yes,manure,665817.8492,1-WF
A09,11P_3,11,3,3,643.6606524,ermB,1,WF,yes,manure,1287321.305,1-WF
B07,12P_1,12,1,1,151.034098,ermB,1,WF,yes,manure,302068.196,1-WF
B08,12P_1,12,1,2,137.7866333,ermB,1,WF,yes,manure,275573.2666,1-WF
B09,12P_1,12,1,3,138.1231609,ermB,1,WF,yes,manure,276246.3218,1-WF
C07,12P_2,12,2,1,246.7343997,ermB,1,WF,yes,manure,493468.7994,1-WF
C08,12P_2,12,2,2,263.0540872,ermB,1,WF,yes,manure,526108.1744,1-WF
C09,12P_2,12,2,3,278.3710659,ermB,1,WF,yes,manure,556742.1318,1-WF
D07,12P_3,12,3,1,190.1156861,ermB,1,WF,yes,manure,380231.3722,1-WF
D08,12P_3,12,3,2,215.3800498,ermB,1,WF,yes,manure,430760.0996,1-WF
D09,12P_3,12,3,3,211.9650596,ermB,1,WF,yes,manure,423930.1192,1-WF
E07,13P_1,13,1,1,8445.716567,ermB,2,GF,yes,manure,16891433.13,2-GF
E08,13P_1,13,1,2,8253.410951,ermB,2,GF,yes,manure,16506821.9,2-GF
E09,13P_1,13,1,3,8128.255183,ermB,2,GF,yes,manure,16256510.37,2-GF
F07,13P_2,13,2,1,9647.599576,ermB,2,GF,yes,manure,19295199.15,2-GF
F08,13P_2,13,2,2,8539.84228,ermB,2,GF,yes,manure,17079684.56,2-GF
F09,13P_2,13,2,3,9042.074357,ermB,2,GF,yes,manure,18084148.71,2-GF
G07,13P_3,13,3,1,10970.43783,ermB,2,GF,yes,manure,21940875.66,2-GF
G08,13P_3,13,3,2,10271.19542,ermB,2,GF,yes,manure,20542390.84,2-GF
G09,13P_3,13,3,3,11068.66112,ermB,2,GF,yes,manure,22137322.24,2-GF
H07,14P_1,14,1,1,623.936083,ermB,1,WF,yes,manure,1247872.166,1-WF
H08,14P_1,14,1,2,627.0448746,ermB,1,WF,yes,manure,1254089.749,1-WF
H09,14P_1,14,1,3,636.3752395,ermB,1,WF,yes,manure,1272750.479,1-WF
A10,14P_2,14,2,1,394.8925643,ermB,1,WF,yes,manure,789785.1286,1-WF
A11,14P_2,14,2,2,418.3490403,ermB,1,WF,yes,manure,836698.0806,1-WF
A12,14P_2,14,2,3,448.5637592,ermB,1,WF,yes,manure,897127.5184,1-WF
B10,14P_3,14,3,1,300.3906874,ermB,1,WF,yes,manure,600781.3748,1-WF
B11,14P_3,14,3,2,245.0313603,ermB,1,WF,yes,manure,490062.7206,1-WF
B12,14P_3,14,3,3,272.6185621,ermB,1,WF,yes,manure,545237.1242,1-WF
C10,15P_1,15,1,1,370.8807074,ermB,1,WF,yes,manure,741761.4148,1-WF
C11,15P_1,15,1,2,456.9054761,ermB,1,WF,yes,manure,913810.9522,1-WF
C12,15P_1,15,1,3,325.6620593,ermB,1,WF,yes,manure,651324.1186,1-WF
D10,15P_2,15,2,1,326.0364357,ermB,1,WF,yes,manure,652072.8714,1-WF
D11,15P_2,15,2,2,325.2532359,ermB,1,WF,yes,manure,650506.4718,1-WF
D12,15P_2,15,2,3,254.2637729,ermB,1,WF,yes,manure,508527.5458,1-WF
E10,15P_3,15,3,1,308.5373726,ermB,1,WF,yes,manure,617074.7452,1-WF
E11,15P_3,15,3,2,411.1037278,ermB,1,WF,yes,manure,822207.4556,1-WF
E12,15P_3,15,3,3,301.990924,ermB,1,WF,yes,manure,603981.848,1-WF
F10,16P_1,16,1,1,2975.654791,ermB,2,GF,yes,manure,5951309.582,2-GF
F11,16P_1,16,1,2,3023.205995,ermB,2,GF,yes,manure,6046411.99,2-GF
F12,16P_1,16,1,3,2835.472996,ermB,2,GF,yes,manure,5670945.992,2-GF
G10,16P_2,16,2,1,5120.282792,ermB,2,GF,yes,manure,10240565.58,2-GF
G11,16P_2,16,2,2,5154.179911,ermB,2,GF,yes,manure,10308359.82,2-GF
G12,16P_2,16,2,3,5244.909388,ermB,2,GF,yes,manure,10489818.78,2-GF
H10,16P_3,16,3,1,4686.817822,ermB,2,GF,yes,manure,9373635.644,2-GF
H11,16P_3,16,3,2,5230.417551,ermB,2,GF,yes,manure,10460835.1,2-GF
H12,16P_3,16,3,3,5239.188536,ermB,2,GF,yes,manure,10478377.07,2-GF
A04,17P_1,17,1,1,222.5977475,ermB,1,GF,yes,manure,445195.495,1-GF
A05,17P_1,17,1,2,201.2345828,ermB,1,GF,yes,manure,402469.1656,1-GF
A06,17P_1,17,1,3,203.0154044,ermB,1,GF,yes,manure,406030.8088,1-GF
B04,17P_2,17,2,1,334.7550053,ermB,1,GF,yes,manure,669510.0106,1-GF
B05,17P_2,17,2,2,332.6060704,ermB,1,GF,yes,manure,665212.1408,1-GF
B06,17P_2,17,2,3,309.5961147,ermB,1,GF,yes,manure,619192.2294,1-GF
C04,17P_3,17,3,1,318.5256043,ermB,1,GF,yes,manure,637051.2086,1-GF
C05,17P_3,17,3,2,396.9162031,ermB,1,GF,yes,manure,793832.4062,1-GF
C06,17P_3,17,3,3,353.8308044,ermB,1,GF,yes,manure,707661.6088,1-GF
D04,18P_1,18,1,1,26085.15331,ermB,2,GF,yes,manure,52170306.62,2-GF
D05,18P_1,18,1,2,26417.1538,ermB,2,GF,yes,manure,52834307.6,2-GF
D06,18P_1,18,1,3,24531.55143,ermB,2,GF,yes,manure,49063102.86,2-GF
E04,18P_2,18,2,1,26415.80884,ermB,2,GF,yes,manure,52831617.68,2-GF
E05,18P_2,18,2,2,25425.28624,ermB,2,GF,yes,manure,50850572.48,2-GF
E06,18P_2,18,2,3,25111.54453,ermB,2,GF,yes,manure,50223089.06,2-GF
F04,18P_3,18,3,1,29128.22885,ermB,2,GF,yes,manure,58256457.7,2-GF
F05,18P_3,18,3,2,28121.6978,ermB,2,GF,yes,manure,56243395.6,2-GF
F06,18P_3,18,3,3,28244.79601,ermB,2,GF,yes,manure,56489592.02,2-GF
G04,19P_1,19,1,1,22268.19229,ermB,2,WF,yes,manure,44536384.58,2-WF
G05,19P_1,19,1,2,21010.99495,ermB,2,WF,yes,manure,42021989.9,2-WF
G06,19P_1,19,1,3,21969.71006,ermB,2,WF,yes,manure,43939420.12,2-WF
H04,19P_2,19,2,1,22225.9619,ermB,2,WF,yes,manure,44451923.8,2-WF
H05,19P_2,19,2,2,19991.12549,ermB,2,WF,yes,manure,39982250.98,2-WF
H06,19P_2,19,2,3,21200.09762,ermB,2,WF,yes,manure,42400195.24,2-WF
A07,19P_3,19,3,1,15782.22318,ermB,2,WF,yes,manure,31564446.36,2-WF
A08,19P_3,19,3,2,15183.02922,ermB,2,WF,yes,manure,30366058.44,2-WF
A09,19P_3,19,3,3,15209.1488,ermB,2,WF,yes,manure,30418297.6,2-WF
A04,1P_1,1,1,1,678.5074455,ermB,1,WF,yes,manure,1357014.891,1-WF
A05,1P_1,1,1,2,663.6058592,ermB,1,WF,yes,manure,1327211.718,1-WF
