Well,Sample,farm,biorep,techrep,copies/rxn,gene,integrator,type,antibiotic,matrix,copies/g,Classification
C04,49P_3,49,3,1,5456.676716,ermB,2,WF,yes,manure,10913353.43,2-WF
C05,49P_3,49,3,2,5227.347058,ermB,2,WF,yes,manure,10454694.12,2-WF
C06,49P_3,49,3,3,5323.668522,ermB,2,WF,yes,manure,10647337.04,2-WF
B07,4P_1,4,1,1,74779.89345,ermB,2,WF,yes,manure,149559786.9,2-WF
B08,4P_1,4,1,2,71105.50148,ermB,2,WF,yes,manure,142211003,2-WF
B09,4P_1,4,1,3,74734.51338,ermB,2,WF,yes,manure,149469026.8,2-WF
C07,4P_2,4,2,1,73874.14218,ermB,2,WF,yes,manure,147748284.4,2-WF
C08,4P_2,4,2,2,72168.36433,ermB,2,WF,yes,manure,144336728.7,2-WF
C09,4P_2,4,2,3,68702.37297,ermB,2,WF,yes,manure,137404745.9,2-WF
D07,4P_3,4,3,1,85391.28986,ermB,2,WF,yes,manure,170782579.7,2-WF
D08,4P_3,4,3,2,85543.84506,ermB,2,WF,yes,manure,171087690.1,2-WF
D09,4P_3,4,3,3,83183.52396,ermB,2,WF,yes,manure,166367047.9,2-WF
D04,50P_1,50,1,1,39139.15845,ermB,2,WF,yes,manure,78278316.9,2-WF
D05,50P_1,50,1,2,43393.04918,ermB,2,WF,yes,manure,86786098.36,2-WF
D06,50P_1,50,1,3,39975.39667,ermB,2,WF,yes,manure,79950793.34,2-WF
E04,50P_2,50,2,1,40137.88618,ermB,2,WF,yes,manure,80275772.36,2-WF
E05,50P_2,50,2,2,38678.22092,ermB,2,WF,yes,manure,77356441.84,2-WF
E06,50P_2,50,2,3,43505.26371,ermB,2,WF,yes,manure,87010527.42,2-WF
F04,50P_3,50,3,1,37119.22402,ermB,2,WF,yes,manure,74238448.04,2-WF
F05,50P_3,50,3,2,36024.49268,ermB,2,WF,yes,manure,72048985.36,2-WF
F06,50P_3,50,3,3,40919.27828,ermB,2,WF,yes,manure,81838556.56,2-WF
E07,5P_1,5,1,1,1549.364585,ermB,2,WF,yes,manure,3098729.17,2-WF
E08,5P_1,5,1,2,1481.914837,ermB,2,WF,yes,manure,2963829.674,2-WF
E09,5P_1,5,1,3,1529.837146,ermB,2,WF,yes,manure,3059674.292,2-WF
F07,5P_2,5,2,1,2822.763284,ermB,2,WF,yes,manure,5645526.568,2-WF
F08,5P_2,5,2,2,2885.826696,ermB,2,WF,yes,manure,5771653.392,2-WF
F09,5P_2,5,2,3,2829.146767,ermB,2,WF,yes,manure,5658293.534,2-WF
G07,5P_3,5,3,1,3344.095272,ermB,2,WF,yes,manure,6688190.544,2-WF
G08,5P_3,5,3,2,3762.97512,ermB,2,WF,yes,manure,7525950.24,2-WF
G09,5P_3,5,3,3,2893.168845,ermB,2,WF,yes,manure,5786337.69,2-WF
H07,6P_1,6,1,1,287.0399216,ermB,1,WF,yes,manure,574079.8432,1-WF
H08,6P_1,6,1,2,169.7921052,ermB,1,WF,yes,manure,339584.2104,1-WF
H09,6P_1,6,1,3,266.1036518,ermB,1,WF,yes,manure,532207.3036,1-WF
A10,6P_2,6,2,1,325.7173482,ermB,1,WF,yes,manure,651434.6964,1-WF
A11,6P_2,6,2,2,290.7878073,ermB,1,WF,yes,manure,581575.6146,1-WF
A12,6P_2,6,2,3,428.9683626,ermB,1,WF,yes,manure,857936.7252,1-WF
B10,6P_3,6,3,1,225.7569976,ermB,1,WF,yes,manure,451513.9952,1-WF
B11,6P_3,6,3,2,253.8450674,ermB,1,WF,yes,manure,507690.1348,1-WF
B12,6P_3,6,3,3,156.4926556,ermB,1,WF,yes,manure,312985.3112,1-WF
C10,7P_1,7,1,1,4554.501507,ermB,1,GF,yes,manure,9109003.014,1-GF
C11,7P_1,7,1,2,3987.504774,ermB,1,GF,yes,manure,7975009.548,1-GF
C12,7P_1,7,1,3,3967.192015,ermB,1,GF,yes,manure,7934384.03,1-GF
D10,7P_2,7,2,1,6454.295769,ermB,1,GF,yes,manure,12908591.54,1-GF
D11,7P_2,7,2,2,6074.031653,ermB,1,GF,yes,manure,12148063.31,1-GF
D12,7P_2,7,2,3,6051.119164,ermB,1,GF,yes,manure,12102238.33,1-GF
E10,7P_3,7,3,1,7604.516207,ermB,1,GF,yes,manure,15209032.41,1-GF
E11,7P_3,7,3,2,7677.82447,ermB,1,GF,yes,manure,15355648.94,1-GF
E12,7P_3,7,3,3,7532.171777,ermB,1,GF,yes,manure,15064343.55,1-GF
F10,8P_1,8,1,1,1100.861188,ermB,2,GF,yes,manure,2201722.376,2-GF
F11,8P_1,8,1,2,1062.609683,ermB,2,GF,yes,manure,2125219.366,2-GF
F12,8P_1,8,1,3,1196.173364,ermB,2,GF,yes,manure,2392346.728,2-GF
G10,8P_2,8,2,1,2474.571976,ermB,2,GF,yes,manure,4949143.952,2-GF
G11,8P_2,8,2,2,2449.814102,ermB,2,GF,yes,manure,4899628.204,2-GF
G12,8P_2,8,2,3,2125.942481,ermB,2,GF,yes,manure,4251884.962,2-GF
H10,8P_3,8,3,1,2070.684334,ermB,2,GF,yes,manure,4141368.668,2-GF
H11,8P_3,8,3,2,2118.183154,ermB,2,GF,yes,manure,4236366.308,2-GF
H12,8P_3,8,3,3,2275.962724,ermB,2,GF,yes,manure,4551925.448,2-GF
A04,9P_1,9,1,1,3455.358934,ermB,2,Gilt,yes,manure,6910717.868,2-Gilt
A05,9P_1,9,1,2,3374.45144,ermB,2,Gilt,yes,manure,6748902.88,2-Gilt
A06,9P_1,9,1,3,3426.061053,ermB,2,Gilt,yes,manure,6852122.106,2-Gilt
B04,9P_2,9,2,1,2150.229261,ermB,2,Gilt,yes,manure,4300458.522,2-Gilt
B05,9P_2,9,2,2,2417.302267,ermB,2,Gilt,yes,manure,4834604.534,2-Gilt
B06,9P_2,9,2,3,2068.419003,ermB,2,Gilt,yes,manure,4136838.006,2-Gilt
C04,9P_3,9,3,1,2904.116406,ermB,2,Gilt,yes,manure,5808232.812,2-Gilt
C05,9P_3,9,3,2,3040.338084,ermB,2,Gilt,yes,manure,6080676.168,2-Gilt
C06,9P_3,9,3,3,2895.368984,ermB,2,Gilt,yes,manure,5790737.968,2-Gilt
H07,INHF10_1,INHF10,1,1,144.0003625,ermB,Soil,Soil,Soil,soil,288000.725,Soil
H08,INHF10_1,INHF10,1,2,157.6926104,ermB,Soil,Soil,Soil,soil,315385.2208,Soil
H09,INHF10_1,INHF10,1,3,190.0317588,ermB,Soil,Soil,Soil,soil,380063.5176,Soil
A10,INHF10_2,INHF10,2,1,973.4714578,ermB,Soil,Soil,Soil,soil,1946942.916,Soil
A11,INHF10_2,INHF10,2,2,844.873165,ermB,Soil,Soil,Soil,soil,1689746.33,Soil
A12,INHF10_2,INHF10,2,3,900.5177002,ermB,Soil,Soil,Soil,soil,1801035.4,Soil
B10,INHF10_3,INHF10,3,1,86.05182786,ermB,Soil,Soil,Soil,soil,172103.6557,Soil
B11,INHF10_3,INHF10,3,2,105.9783324,ermB,Soil,Soil,Soil,soil,211956.6648,Soil
B12,INHF10_3,INHF10,3,3,115.8600803,ermB,Soil,Soil,Soil,soil,231720.1606,Soil
G04,Manure_1,manure,1,1,316.7664718,ermB,1,WF,yes,control manure,633532.9436,1-WF
G05,Manure_1,manure,1,2,299.9182624,ermB,1,WF,yes,control manure,599836.5248,1-WF
G06,Manure_1,manure,1,3,316.7620058,ermB,1,WF,yes,control manure,633524.0116,1-WF
H04,Manure_2,manure,2,1,217.6486452,ermB,1,WF,yes,control manure,435297.2904,1-WF
H05,Manure_2,manure,2,2,241.9328099,ermB,1,WF,yes,control manure,483865.6198,1-WF
H06,Manure_2,manure,2,3,227.6736578,ermB,1,WF,yes,control manure,455347.3156,1-WF
A07,Manure_3,manure,3,1,7827.552608,ermB,1,WF,yes,control manure,15655105.22,1-WF
A08,Manure_3,manure,3,2,7436.863118,ermB,1,WF,yes,control manure,14873726.24,1-WF
A09,Manure_3,manure,3,3,7076.912457,ermB,1,WF,yes,control manure,14153824.91,1-WF
E07,NEAL10_1,NEAL10,1,1,551.3803635,ermB,Soil,Soil,Soil,soil,1102760.727,Soil
E08,NEAL10_1,NEAL10,1,2,504.4230016,ermB,Soil,Soil,Soil,soil,1008846.003,Soil
E09,NEAL10_1,NEAL10,1,3,461.9786974,ermB,Soil,Soil,Soil,soil,923957.3948,Soil
F07,NEAL10_2,NEAL10,2,1,99.14709687,ermB,Soil,Soil,Soil,soil,198294.1937,Soil
F08,NEAL10_2,NEAL10,2,2,105.9904032,ermB,Soil,Soil,Soil,soil,211980.8064,Soil
F09,NEAL10_2,NEAL10,2,3,114.4115002,ermB,Soil,Soil,Soil,soil,228823.0004,Soil
G07,NEAL10_3,NEAL10,3,1,169.2663377,ermB,Soil,Soil,Soil,soil,338532.6754,Soil
G08,NEAL10_3,NEAL10,3,2,167.7526297,ermB,Soil,Soil,Soil,soil,335505.2594,Soil
G09,NEAL10_3,NEAL10,3,3,133.658071,ermB,Soil,Soil,Soil,soil,267316.142,Soil
B07,WOR10_1,WOR10,1,1,160.2663076,ermB,Soil,Soil,Soil,soil,320532.6152,Soil
B08,WOR10_1,WOR10,1,2,124.6486254,ermB,Soil,Soil,Soil,soil,249297.2508,Soil
B09,WOR10_1,WOR10,1,3,158.4337774,ermB,Soil,Soil,Soil,soil,316867.5548,Soil
C07,WOR10_2,WOR10,2,1,193.4441032,ermB,Soil,Soil,Soil,soil,386888.2064,Soil
C08,WOR10_2,WOR10,2,2,176.5023257,ermB,Soil,Soil,Soil,soil,353004.6514,Soil
C09,WOR10_2,WOR10,2,3,193.170186,ermB,Soil,Soil,Soil,soil,386340.372,Soil
D07,WOR10_3,WOR10,3,1,287.237539,ermB,Soil,Soil,Soil,soil,574475.078,Soil
D08,WOR10_3,WOR10,3,2,327.6987902,ermB,Soil,Soil,Soil,soil,655397.5804,Soil
D09,WOR10_3,WOR10,3,3,288.9728716,ermB,Soil,Soil,Soil,soil,577945.7432,Soil
D04,10P_1,10,1,1,100.848257,tetM,1,GF,yes,manure,201696.514,1-GF
D06,10P_1,10,1,2,87.05798023,tetM,1,GF,yes,manure,174115.9605,1-GF
E04,10P_2,10,2,1,142.5483411,tetM,1,GF,yes,manure,285096.6822,1-GF
E06,10P_2,10,2,2,135.6660111,tetM,1,GF,yes,manure,271332.0222,1-GF
F04,10P_3,10,3,1,328.0666585,tetM,1,GF,yes,manure,656133.317,1-GF
F06,10P_3,10,3,2,393.3077323,tetM,1,GF,yes,manure,786615.4646,1-GF
G04,11P_1,11,1,1,625.1281807,tetM,1,WF,yes,manure,1250256.361,1-WF
G06,11P_1,11,1,2,639.9517526,tetM,1,WF,yes,manure,1279903.505,1-WF
H04,11P_2,11,2,1,746.7675393,tetM,1,WF,yes,manure,1493535.079,1-WF
H06,11P_2,11,2,2,714.8897198,tetM,1,WF,yes,manure,1429779.44,1-WF
A07,11P_3,11,3,1,852.3859838,tetM,1,WF,yes,manure,1704771.968,1-WF
A09,11P_3,11,3,2,784.8178847,tetM,1,WF,yes,manure,1569635.769,1-WF
B07,12P_1,12,1,1,148.2954626,tetM,1,WF,yes,manure,296590.9252,1-WF
B09,12P_1,12,1,2,153.4378426,tetM,1,WF,yes,manure,306875.6852,1-WF
C07,12P_2,12,2,1,384.3348119,tetM,1,WF,yes,manure,768669.6238,1-WF
C09,12P_2,12,2,2,359.7737185,tetM,1,WF,yes,manure,719547.437,1-WF
D07,12P_3,12,3,1,356.9883143,tetM,1,WF,yes,manure,713976.6286,1-WF
D09,12P_3,12,3,2,300.7540891,tetM,1,WF,yes,manure,601508.1782,1-WF
E07,13P_1,13,1,1,13798.80659,tetM,2,GF,yes,manure,27597613.18,2-GF
E09,13P_1,13,1,2,13422.90352,tetM,2,GF,yes,manure,26845807.04,2-GF
F07,13P_2,13,2,1,17148.45604,tetM,2,GF,yes,manure,34296912.08,2-GF
F09,13P_2,13,2,2,15631.33054,tetM,2,GF,yes,manure,31262661.08,2-GF
G07,13P_3,13,3,1,17617.34675,tetM,2,GF,yes,manure,35234693.5,2-GF
G09,13P_3,13,3,2,16615.09745,tetM,2,GF,yes,manure,33230194.9,2-GF
H07,14P_1,14,1,1,2312.041091,tetM,1,WF,yes,manure,4624082.182,1-WF
H09,14P_1,14,1,2,2187.776742,tetM,1,WF,yes,manure,4375553.484,1-WF
A10,14P_2,14,2,1,1379.066582,tetM,1,WF,yes,manure,2758133.164,1-WF
A11,14P_2,14,2,2,1221.12699,tetM,1,WF,yes,manure,2442253.98,1-WF
A12,14P_2,14,2,,1159.985871,tetM,1,WF,yes,manure,2319971.742,1-WF
B10,14P_3,14,3,12,1031.898611,tetM,1,WF,yes,manure,2063797.222,1-WF
B11,14P_3,14,3,,1037.347317,tetM,1,WF,yes,manure,2074694.634,1-WF
B12,14P_3,14,3,2,897.4923316,tetM,1,WF,yes,manure,1794984.663,1-WF
C10,15P_1,15,1,1,1088.439643,tetM,1,WF,yes,manure,2176879.286,1-WF
C11,15P_1,15,1,2,1022.421945,tetM,1,WF,yes,manure,2044843.89,1-WF
C12,15P_1,15,1,3,788.6351923,tetM,1,WF,yes,manure,1577270.385,1-WF
D10,15P_2,15,2,11,826.9613319,tetM,1,WF,yes,manure,1653922.664,1-WF
D11,15P_2,15,2,2,795.2750926,tetM,1,WF,yes,manure,1590550.185,1-WF
D12,15P_2,15,2,3,838.6904945,tetM,1,WF,yes,manure,1677380.989,1-WF
E10,15P_3,15,3,1,1037.898542,tetM,1,WF,yes,manure,2075797.084,1-WF
E11,15P_3,15,3,2,1028.933165,tetM,1,WF,yes,manure,2057866.33,1-WF
E12,15P_3,15,3,3,957.8096142,tetM,1,WF,yes,manure,1915619.228,1-WF
F10,16P_1,16,1,1,611.2496719,tetM,2,GF,yes,manure,1222499.344,2-GF
F11,16P_1,16,1,2,555.8521122,tetM,2,GF,yes,manure,1111704.224,2-GF
F12,16P_1,16,1,3,595.0316716,tetM,2,GF,yes,manure,1190063.343,2-GF
G10,16P_2,16,2,1,967.0351616,tetM,2,GF,yes,manure,1934070.323,2-GF
G11,16P_2,16,2,2,901.4833373,tetM,2,GF,yes,manure,1802966.675,2-GF
G12,16P_2,16,2,3,963.3598074,tetM,2,GF,yes,manure,1926719.615,2-GF
H10,16P_3,16,3,1,931.408559,tetM,2,GF,yes,manure,1862817.118,2-GF
H11,16P_3,16,3,2,853.9885635,tetM,2,GF,yes,manure,1707977.127,2-GF
H12,16P_3,16,3,3,609.1476117,tetM,2,GF,yes,manure,1218295.223,2-GF
A04,17P_1,17,1,1,445.1094199,tetM,1,GF,yes,manure,890218.8398,1-GF
A05,17P_1,17,1,2,493.4491157,tetM,1,GF,yes,manure,986898.2314,1-GF
A06,17P_1,17,1,3,524.9552521,tetM,1,GF,yes,manure,1049910.504,1-GF
B04,17P_2,17,2,1,653.3115192,tetM,1,GF,yes,manure,1306623.038,1-GF
B05,17P_2,17,2,2,785.3510305,tetM,1,GF,yes,manure,1570702.061,1-GF
B06,17P_2,17,2,3,747.9979176,tetM,1,GF,yes,manure,1495995.835,1-GF
C04,17P_3,17,3,1,938.2639294,tetM,1,GF,yes,manure,1876527.859,1-GF
C05,17P_3,17,3,2,865.1987423,tetM,1,GF,yes,manure,1730397.485,1-GF
C06,17P_3,17,3,3,927.0570008,tetM,1,GF,yes,manure,1854114.002,1-GF
D04,18P_1,18,1,1,10695.78631,tetM,2,GF,yes,manure,21391572.62,2-GF
D05,18P_1,18,1,2,11092.83168,tetM,2,GF,yes,manure,22185663.36,2-GF
D06,18P_1,18,1,3,10932.97065,tetM,2,GF,yes,manure,21865941.3,2-GF
E04,18P_2,18,2,1,10517.46704,tetM,2,GF,yes,manure,21034934.08,2-GF
E05,18P_2,18,2,2,10173.7764,tetM,2,GF,yes,manure,20347552.8,2-GF
E06,18P_2,18,2,3,10405.40636,tetM,2,GF,yes,manure,20810812.72,2-GF
F04,18P_3,18,3,1,11334.79625,tetM,2,GF,yes,manure,22669592.5,2-GF
F05,18P_3,18,3,2,12151.52283,tetM,2,GF,yes,manure,24303045.66,2-GF
F06,18P_3,18,3,3,12157.04263,tetM,2,GF,yes,manure,24314085.26,2-GF
G04,19P_1,19,1,1,24180.65694,tetM,2,WF,yes,manure,48361313.88,2-WF
G05,19P_1,19,1,2,24511.86483,tetM,2,WF,yes,manure,49023729.66,2-WF
G06,19P_1,19,1,3,25559.56303,tetM,2,WF,yes,manure,51119126.06,2-WF
H04,19P_2,19,2,1,24289.39695,tetM,2,WF,yes,manure,48578793.9,2-WF
H05,19P_2,19,2,2,23207.93294,tetM,2,WF,yes,manure,46415865.88,2-WF
H06,19P_2,19,2,3,23436.04326,tetM,2,WF,yes,manure,46872086.52,2-WF
A07,19P_3,19,3,1,18387.47098,tetM,2,WF,yes,manure,36774941.96,2-WF
A08,19P_3,19,3,2,17902.93232,tetM,2,WF,yes,manure,35805864.64,2-WF
A09,19P_3,19,3,3,17576.13449,tetM,2,WF,yes,manure,35152268.98,2-WF
A04,1P_1,1,1,1,2143.13643,tetM,1,WF,yes,manure,4286272.86,1-WF
A05,1P_1,1,1,2,2216.239966,tetM,1,WF,yes,manure,4432479.932,1-WF
A06,1P_1,1,1,3,2114.328002,tetM,1,WF,yes,manure,4228656.004,1-WF
B04,1P_2,1,2,1,2413.731372,tetM,1,WF,yes,manure,4827462.744,1-WF
B05,1P_2,1,2,2,2393.559308,tetM,1,WF,yes,manure,4787118.616,1-WF
B06,1P_2,1,2,3,2384.531687,tetM,1,WF,yes,manure,4769063.374,1-WF
C04,1P_3,1,3,1,2504.384168,tetM,1,WF,yes,manure,5008768.336,1-WF
C05,1P_3,1,3,2,2391.209256,tetM,1,WF,yes,manure,4782418.512,1-WF
C06,1P_3,1,3,3,2536.895904,tetM,1,WF,yes,manure,5073791.808,1-WF
B07,20P_1,20,1,1,167.1603973,tetM,2,WF,no,manure,334320.7946,2-WF
B08,20P_1,20,1,2,157.8607915,tetM,2,WF,no,manure,315721.583,2-WF
B09,20P_1,20,1,3,206.1276267,tetM,2,WF,no,manure,412255.2534,2-WF
C07,20P_2,20,2,1,166.1983513,tetM,2,WF,no,manure,332396.7026,2-WF
C08,20P_2,20,2,2,169.0579862,tetM,2,WF,no,manure,338115.9724,2-WF
C09,20P_2,20,2,3,180.3031325,tetM,2,WF,no,manure,360606.265,2-WF
D07,20P_3,20,3,1,155.9307342,tetM,2,WF,no,manure,311861.4684,2-WF
D08,20P_3,20,3,2,160.3199036,tetM,2,WF,no,manure,320639.8072,2-WF
D09,20P_3,20,3,3,161.9697644,tetM,2,WF,no,manure,323939.5288,2-WF
E07,21P_1,21,1,1,93.59534657,tetM,2,WF,yes,manure,187190.6931,2-WF
E08,21P_1,21,1,2,77.59333679,tetM,2,WF,yes,manure,155186.6736,2-WF
E09,21P_1,21,1,3,86.66799392,tetM,2,WF,yes,manure,173335.9878,2-WF
F07,21P_2,21,2,1,92.00974892,tetM,2,WF,yes,manure,184019.4978,2-WF
F08,21P_2,21,2,2,123.8562486,tetM,2,WF,yes,manure,247712.4972,2-WF
F09,21P_2,21,2,3,117.2510659,tetM,2,WF,yes,manure,234502.1318,2-WF
G07,21P_3,21,3,1,68.83321423,tetM,2,WF,yes,manure,137666.4285,2-WF
G08,21P_3,21,3,2,109.4631652,tetM,2,WF,yes,manure,218926.3304,2-WF
G09,21P_3,21,3,3,90.83976469,tetM,2,WF,yes,manure,181679.5294,2-WF
H07,22P_1,22,1,1,617.1258529,tetM,1,GF,yes,manure,1234251.706,1-GF
H08,22P_1,22,1,2,575.6880458,tetM,1,GF,yes,manure,1151376.092,1-GF
H09,22P_1,22,1,3,606.8439216,tetM,1,GF,yes,manure,1213687.843,1-GF
A10,22P_2,22,2,1,731.5424574,tetM,1,GF,yes,manure,1463084.915,1-GF
A11,22P_2,22,2,2,785.1361567,tetM,1,GF,yes,manure,1570272.313,1-GF
A12,22P_2,22,2,3,701.8069661,tetM,1,GF,yes,manure,1403613.932,1-GF
B10,22P_3,22,3,1,684.5383539,tetM,1,GF,yes,manure,1369076.708,1-GF
B11,22P_3,22,3,2,644.3789653,tetM,1,GF,yes,manure,1288757.931,1-GF
B12,22P_3,22,3,3,583.8820155,tetM,1,GF,yes,manure,1167764.031,1-GF
C10,23P_1,23,1,1,839.8801575,tetM,1,WF,yes,manure,1679760.315,1-WF
C11,23P_1,23,1,2,771.5438784,tetM,1,WF,yes,manure,1543087.757,1-WF
C12,23P_1,23,1,3,787.2836873,tetM,1,WF,yes,manure,1574567.375,1-WF
D10,23P_2,23,2,1,794.231454,tetM,1,WF,yes,manure,1588462.908,1-WF
D11,23P_2,23,2,2,779.8155967,tetM,1,WF,yes,manure,1559631.193,1-WF
D12,23P_2,23,2,3,827.5220059,tetM,1,WF,yes,manure,1655044.012,1-WF
E10,23P_3,23,3,1,892.1620628,tetM,1,WF,yes,manure,1784324.126,1-WF
E11,23P_3,23,3,2,863.5703394,tetM,1,WF,yes,manure,1727140.679,1-WF
E12,23P_3,23,3,3,1032.923523,tetM,1,WF,yes,manure,2065847.046,1-WF
F10,24P_1,24,1,1,848.1930609,tetM,1,WF,yes,manure,1696386.122,1-WF
F11,24P_1,24,1,2,905.6468686,tetM,1,WF,yes,manure,1811293.737,1-WF
F12,24P_1,24,1,3,944.3680193,tetM,1,WF,yes,manure,1888736.039,1-WF
G10,24P_2,24,2,1,1132.820307,tetM,1,WF,yes,manure,2265640.614,1-WF
G11,24P_2,24,2,2,1489.357422,tetM,1,WF,yes,manure,2978714.844,1-WF
G12,24P_2,24,2,3,1426.230506,tetM,1,WF,yes,manure,2852461.012,1-WF
H10,24P_3,24,3,1,1434.711009,tetM,1,WF,yes,manure,2869422.018,1-WF
H11,24P_3,24,3,2,1421.80974,tetM,1,WF,yes,manure,2843619.48,1-WF
H12,24P_3,24,3,3,1302.014319,tetM,1,WF,yes,manure,2604028.638,1-WF
B04,25P_2,25,2,1,460.603569,tetM,2,WF,yes,manure,921207.138,2-WF
B05,25P_2,25,2,2,506.4350586,tetM,2,WF,yes,manure,1012870.117,2-WF
B06,25P_2,25,2,3,524.8496471,tetM,2,WF,yes,manure,1049699.294,2-WF
C04,25P_3,25,3,1,583.6834203,tetM,2,WF,yes,manure,1167366.841,2-WF
C05,25P_3,25,3,2,609.2772522,tetM,2,WF,yes,manure,1218554.504,2-WF
C06,25P_3,25,3,3,553.4517446,tetM,2,WF,yes,manure,1106903.489,2-WF
D04,26P_1,26,1,1,840.0964993,tetM,2,WF,yes,manure,1680192.999,2-WF
D05,26P_1,26,1,2,816.0443022,tetM,2,WF,yes,manure,1632088.604,2-WF
D06,26P_1,26,1,3,849.4946905,tetM,2,WF,yes,manure,1698989.381,2-WF
E04,26P_2,26,2,1,1028.9996,tetM,2,WF,yes,manure,2057999.2,2-WF
E05,26P_2,26,2,2,1058.986098,tetM,2,WF,yes,manure,2117972.196,2-WF
E06,26P_2,26,2,3,950.5668392,tetM,2,WF,yes,manure,1901133.678,2-WF
F04,26P_3,26,3,1,822.4362341,tetM,2,WF,yes,manure,1644872.468,2-WF
F05,26P_3,26,3,2,825.6488563,tetM,2,WF,yes,manure,1651297.713,2-WF
F06,26P_3,26,3,3,910.7205814,tetM,2,WF,yes,manure,1821441.163,2-WF
G04,27P_1,27,1,1,1592.043954,tetM,2,GF,yes,manure,3184087.908,2-GF
G05,27P_1,27,1,2,1826.42984,tetM,2,GF,yes,manure,3652859.68,2-GF
G06,27P_1,27,1,3,1737.794527,tetM,2,GF,yes,manure,3475589.054,2-GF
H04,27P_2,27,2,1,2506.230543,tetM,2,GF,yes,manure,5012461.086,2-GF
H05,27P_2,27,2,2,2549.602463,tetM,2,GF,yes,manure,5099204.926,2-GF
H06,27P_2,27,2,3,2387.310414,tetM,2,GF,yes,manure,4774620.828,2-GF
A07,27P_3,27,3,1,12.01042649,tetM,2,GF,yes,manure,24020.85298,2-GF
A08,27P_3,27,3,2,11.10144549,tetM,2,GF,yes,manure,22202.89098,2-GF
A09,27P_3,27,3,3,11.6261407,tetM,2,GF,yes,manure,23252.2814,2-GF
B07,28P_1,28,1,1,66.11801227,tetM,2,GF,yes,manure,132236.0245,2-GF
B08,28P_1,28,1,2,71.60305207,tetM,2,GF,yes,manure,143206.1041,2-GF
B09,28P_1,28,1,3,70.12306558,tetM,2,GF,yes,manure,140246.1312,2-GF
C07,28P_2,28,2,1,67.65319516,tetM,2,GF,yes,manure,135306.3903,2-GF
C08,28P_2,28,2,2,77.17954975,tetM,2,GF,yes,manure,154359.0995,2-GF
C09,28P_2,28,2,3,65.26429039,tetM,2,GF,yes,manure,130528.5808,2-GF
D07,28P_3,28,3,1,55.45887344,tetM,2,GF,yes,manure,110917.7469,2-GF
D08,28P_3,28,3,2,65.31959834,tetM,2,GF,yes,manure,130639.1967,2-GF
D09,28P_3,28,3,3,61.37354259,tetM,2,GF,yes,manure,122747.0852,2-GF
E07,29P_1,29,1,1,83.6634845,tetM,1,GF,yes,manure,167326.969,1-GF
E08,29P_1,29,1,2,88.9662414,tetM,1,GF,yes,manure,177932.4828,1-GF
E09,29P_1,29,1,3,93.80087978,tetM,1,GF,yes,manure,187601.7596,1-GF
F07,29P_2,29,2,1,134.4493077,tetM,1,GF,yes,manure,268898.6154,1-GF
F08,29P_2,29,2,2,123.9597932,tetM,1,GF,yes,manure,247919.5864,1-GF
F09,29P_2,29,2,3,105.3473648,tetM,1,GF,yes,manure,210694.7296,1-GF
G07,29P_3,29,3,1,94.96647447,tetM,1,GF,yes,manure,189932.9489,1-GF
G08,29P_3,29,3,2,94.13153092,tetM,1,GF,yes,manure,188263.0618,1-GF
G09,29P_3,29,3,3,111.4087913,tetM,1,GF,yes,manure,222817.5826,1-GF
D04,2P_1,2,1,1,1371.97679,tetM,1,Gilt,yes,manure,2743953.58,1-Gilt
D05,2P_1,2,1,2,1436.266889,tetM,1,Gilt,yes,manure,2872533.778,1-Gilt
D06,2P_1,2,1,3,1402.510871,tetM,1,Gilt,yes,manure,2805021.742,1-Gilt
E04,2P_2,2,2,1,2461.49993,tetM,1,Gilt,yes,manure,4922999.86,1-Gilt
E05,2P_2,2,2,2,2423.618412,tetM,1,Gilt,yes,manure,4847236.824,1-Gilt
E06,2P_2,2,2,3,2518.918633,tetM,1,Gilt,yes,manure,5037837.266,1-Gilt
F04,2P_3,2,3,1,3065.97602,tetM,1,Gilt,yes,manure,6131952.04,1-Gilt
F05,2P_3,2,3,2,3068.388434,tetM,1,Gilt,yes,manure,6136776.868,1-Gilt
