Well,Sample,farm,biorep,techrep,copies/rxn,gene,integrator,type,antibiotic,matrix,copies/g,Classification
F06,2P_3,2,3,3,3061.949948,tetM,1,Gilt,yes,manure,6123899.896,1-Gilt
H07,30P_1,30,1,1,480.8893826,tetM,2,WF,yes,manure,961778.7652,2-WF
H08,30P_1,30,1,2,449.6502102,tetM,2,WF,yes,manure,899300.4204,2-WF
H09,30P_1,30,1,3,456.2747328,tetM,2,WF,yes,manure,912549.4656,2-WF
A10,30P_2,30,2,1,428.1168637,tetM,2,WF,yes,manure,856233.7274,2-WF
A11,30P_2,30,2,2,17.203622,tetM,2,WF,yes,manure,34407.244,2-WF
A12,30P_2,30,2,3,376.9944987,tetM,2,WF,yes,manure,753988.9974,2-WF
B10,30P_3,30,3,1,368.4689346,tetM,2,WF,yes,manure,736937.8692,2-WF
B11,30P_3,30,3,2,63.78296506,tetM,2,WF,yes,manure,127565.9301,2-WF
B12,30P_3,30,3,3,320.9040146,tetM,2,WF,yes,manure,641808.0292,2-WF
C10,31P_1,31,1,1,133.6579947,tetM,2,WF,yes,manure,267315.9894,2-WF
C11,31P_1,31,1,2,52.94582953,tetM,2,WF,yes,manure,105891.6591,2-WF
C12,31P_1,31,1,3,132.3968778,tetM,2,WF,yes,manure,264793.7556,2-WF
D10,31P_2,31,2,1,166.0348436,tetM,2,WF,yes,manure,332069.6872,2-WF
D11,31P_2,31,2,2,57.3441318,tetM,2,WF,yes,manure,114688.2636,2-WF
D12,31P_2,31,2,3,156.8162856,tetM,2,WF,yes,manure,313632.5712,2-WF
E10,31P_3,31,3,1,171.9272609,tetM,2,WF,yes,manure,343854.5218,2-WF
E11,31P_3,31,3,2,91.47509991,tetM,2,WF,yes,manure,182950.1998,2-WF
E12,31P_3,31,3,3,154.854393,tetM,2,WF,yes,manure,309708.786,2-WF
F10,32P_1,32,1,1,351.3287006,tetM,1,WF,yes,manure,702657.4012,1-WF
F11,32P_1,32,1,2,117.3366175,tetM,1,WF,yes,manure,234673.235,1-WF
F12,32P_1,32,1,3,349.730316,tetM,1,WF,yes,manure,699460.632,1-WF
G10,32P_2,32,2,1,229.6743502,tetM,1,WF,yes,manure,459348.7004,1-WF
G11,32P_2,32,2,2,78.12804344,tetM,1,WF,yes,manure,156256.0869,1-WF
G12,32P_2,32,2,3,252.8737675,tetM,1,WF,yes,manure,505747.535,1-WF
H10,32P_3,32,3,1,259.5224437,tetM,1,WF,yes,manure,519044.8874,1-WF
H11,32P_3,32,3,2,456.3869223,tetM,1,WF,yes,manure,912773.8446,1-WF
H12,32P_3,32,3,3,239.2035206,tetM,1,WF,yes,manure,478407.0412,1-WF
A04,33P_1,33,1,1,888.7354918,tetM,1,WF,yes,manure,1777470.984,1-WF
A05,33P_1,33,1,2,945.6857417,tetM,1,WF,yes,manure,1891371.483,1-WF
A06,33P_1,33,1,3,899.4846149,tetM,1,WF,yes,manure,1798969.23,1-WF
B04,33P_2,33,2,1,882.7334876,tetM,1,WF,yes,manure,1765466.975,1-WF
B05,33P_2,33,2,2,923.7349541,tetM,1,WF,yes,manure,1847469.908,1-WF
B06,33P_2,33,2,3,878.6392682,tetM,1,WF,yes,manure,1757278.536,1-WF
C04,33P_3,33,3,1,1087.667004,tetM,1,WF,yes,manure,2175334.008,1-WF
C05,33P_3,33,3,2,1238.521842,tetM,1,WF,yes,manure,2477043.684,1-WF
C06,33P_3,33,3,3,1128.486853,tetM,1,WF,yes,manure,2256973.706,1-WF
D04,34P_1,34,1,1,229.7312138,tetM,2,WF,yes,manure,459462.4276,2-WF
D05,34P_1,34,1,2,248.6638576,tetM,2,WF,yes,manure,497327.7152,2-WF
D06,34P_1,34,1,3,263.8046614,tetM,2,WF,yes,manure,527609.3228,2-WF
E04,34P_2,34,2,1,223.8638558,tetM,2,WF,yes,manure,447727.7116,2-WF
E05,34P_2,34,2,2,188.0662352,tetM,2,WF,yes,manure,376132.4704,2-WF
E06,34P_2,34,2,3,211.7612495,tetM,2,WF,yes,manure,423522.499,2-WF
F04,34P_3,34,3,1,239.4130599,tetM,2,WF,yes,manure,478826.1198,2-WF
F05,34P_3,34,3,2,254.9540049,tetM,2,WF,yes,manure,509908.0098,2-WF
F06,34P_3,34,3,3,222.9267147,tetM,2,WF,yes,manure,445853.4294,2-WF
G04,35P_1,35,1,1,436.1009444,tetM,1,WF,yes,manure,872201.8888,1-WF
G05,35P_1,35,1,2,460.1186969,tetM,1,WF,yes,manure,920237.3938,1-WF
G06,35P_1,35,1,3,501.2391703,tetM,1,WF,yes,manure,1002478.341,1-WF
H04,35P_2,35,2,1,369.2479513,tetM,1,WF,yes,manure,738495.9026,1-WF
H05,35P_2,35,2,2,379.6722897,tetM,1,WF,yes,manure,759344.5794,1-WF
H06,35P_2,35,2,3,379.934723,tetM,1,WF,yes,manure,759869.446,1-WF
A07,35P_3,35,3,1,319.4911343,tetM,1,WF,yes,manure,638982.2686,1-WF
A08,35P_3,35,3,2,338.4828382,tetM,1,WF,yes,manure,676965.6764,1-WF
A09,35P_3,35,3,3,331.1554295,tetM,1,WF,yes,manure,662310.859,1-WF
B07,36P_1,36,1,1,1459.327474,tetM,2,WF,yes,manure,2918654.948,2-WF
B08,36P_1,36,1,2,1353.22817,tetM,2,WF,yes,manure,2706456.34,2-WF
B09,36P_1,36,1,3,1453.0302,tetM,2,WF,yes,manure,2906060.4,2-WF
C07,36P_2,36,2,1,337.3176793,tetM,2,WF,yes,manure,674635.3586,2-WF
C08,36P_2,36,2,2,310.5686182,tetM,2,WF,yes,manure,621137.2364,2-WF
C09,36P_2,36,2,3,311.4299106,tetM,2,WF,yes,manure,622859.8212,2-WF
D07,36P_3,36,3,1,539.6293356,tetM,2,WF,yes,manure,1079258.671,2-WF
D08,36P_3,36,3,2,519.6317683,tetM,2,WF,yes,manure,1039263.537,2-WF
D09,36P_3,36,3,3,521.2338829,tetM,2,WF,yes,manure,1042467.766,2-WF
E07,37P_1,37,1,1,155.5823766,tetM,2,WF,yes,manure,311164.7532,2-WF
E08,37P_1,37,1,2,146.0246881,tetM,2,WF,yes,manure,292049.3762,2-WF
E09,37P_1,37,1,3,161.680841,tetM,2,WF,yes,manure,323361.682,2-WF
F07,37P_2,37,2,1,137.170087,tetM,2,WF,yes,manure,274340.174,2-WF
F08,37P_2,37,2,2,165.0253825,tetM,2,WF,yes,manure,330050.765,2-WF
F09,37P_2,37,2,3,124.7113406,tetM,2,WF,yes,manure,249422.6812,2-WF
G07,37P_3,37,3,1,117.3138981,tetM,2,WF,yes,manure,234627.7962,2-WF
G08,37P_3,37,3,2,121.9663245,tetM,2,WF,yes,manure,243932.649,2-WF
G09,37P_3,37,3,3,103.7924806,tetM,2,WF,yes,manure,207584.9612,2-WF
H07,38P_1,38,1,1,3278.647652,tetM,2,WF,no,manure,6557295.304,2-WF
H08,38P_1,38,1,2,3248.510261,tetM,2,WF,no,manure,6497020.522,2-WF
H09,38P_1,38,1,3,3339.510556,tetM,2,WF,no,manure,6679021.112,2-WF
A10,38P_2,38,2,1,4899.503464,tetM,2,WF,no,manure,9799006.928,2-WF
A11,38P_2,38,2,2,5004.970166,tetM,2,WF,no,manure,10009940.33,2-WF
A12,38P_2,38,2,3,5068.311126,tetM,2,WF,no,manure,10136622.25,2-WF
B10,38P_3,38,3,1,7038.562029,tetM,2,WF,no,manure,14077124.06,2-WF
B11,38P_3,38,3,2,6840.855678,tetM,2,WF,no,manure,13681711.36,2-WF
B12,38P_3,38,3,3,6096.333358,tetM,2,WF,no,manure,12192666.72,2-WF
C10,39P_1,39,1,1,909.0393969,tetM,1,GF,yes,manure,1818078.794,1-GF
C11,39P_1,39,1,2,893.225393,tetM,1,GF,yes,manure,1786450.786,1-GF
C12,39P_1,39,1,3,982.4979441,tetM,1,GF,yes,manure,1964995.888,1-GF
D10,39P_2,39,2,1,1063.917101,tetM,1,GF,yes,manure,2127834.202,1-GF
D11,39P_2,39,2,2,1227.724675,tetM,1,GF,yes,manure,2455449.35,1-GF
D12,39P_2,39,2,3,1312.333515,tetM,1,GF,yes,manure,2624667.03,1-GF
E10,39P_3,39,3,1,1199.908898,tetM,1,GF,yes,manure,2399817.796,1-GF
E11,39P_3,39,3,2,1230.534282,tetM,1,GF,yes,manure,2461068.564,1-GF
E12,39P_3,39,3,3,1635.665259,tetM,1,GF,yes,manure,3271330.518,1-GF
G04,3P_1,3,1,1,226.5407134,tetM,2,WF,yes,manure,453081.4268,2-WF
G05,3P_1,3,1,2,279.773297,tetM,2,WF,yes,manure,559546.594,2-WF
G06,3P_1,3,1,3,251.4750039,tetM,2,WF,yes,manure,502950.0078,2-WF
H04,3P_2,3,2,1,356.151602,tetM,2,WF,yes,manure,712303.204,2-WF
H05,3P_2,3,2,2,323.7173353,tetM,2,WF,yes,manure,647434.6706,2-WF
H06,3P_2,3,2,3,346.2779955,tetM,2,WF,yes,manure,692555.991,2-WF
A07,3P_3,3,3,1,216.066066,tetM,2,WF,yes,manure,432132.132,2-WF
A08,3P_3,3,3,2,209.7540554,tetM,2,WF,yes,manure,419508.1108,2-WF
A09,3P_3,3,3,3,228.093286,tetM,2,WF,yes,manure,456186.572,2-WF
F10,40P_1,40,1,1,292.3487022,tetM,1,WF,yes,manure,584697.4044,1-WF
F11,40P_1,40,1,2,286.3043912,tetM,1,WF,yes,manure,572608.7824,1-WF
F12,40P_1,40,1,3,314.8601763,tetM,1,WF,yes,manure,629720.3526,1-WF
G10,40P_2,40,2,1,349.4182504,tetM,1,WF,yes,manure,698836.5008,1-WF
G11,40P_2,40,2,2,370.4802905,tetM,1,WF,yes,manure,740960.581,1-WF
G12,40P_2,40,2,3,487.4221872,tetM,1,WF,yes,manure,974844.3744,1-WF
H10,40P_3,40,3,1,360.1222062,tetM,1,WF,yes,manure,720244.4124,1-WF
H11,40P_3,40,3,2,411.7376217,tetM,1,WF,yes,manure,823475.2434,1-WF
H12,40P_3,40,3,3,414.7690062,tetM,1,WF,yes,manure,829538.0124,1-WF
A04,41P_1,41,1,1,760.0000866,tetM,1,WF,yes,manure,1520000.173,1-WF
A05,41P_1,41,1,2,747.9248566,tetM,1,WF,yes,manure,1495849.713,1-WF
A06,41P_1,41,1,3,750.5232684,tetM,1,WF,yes,manure,1501046.537,1-WF
B04,41P_2,41,2,1,728.6273599,tetM,1,WF,yes,manure,1457254.72,1-WF
B05,41P_2,41,2,2,741.3350798,tetM,1,WF,yes,manure,1482670.16,1-WF
B06,41P_2,41,2,3,743.8463606,tetM,1,WF,yes,manure,1487692.721,1-WF
C04,41P_3,41,3,1,594.4796237,tetM,1,WF,yes,manure,1188959.247,1-WF
C05,41P_3,41,3,2,456.6116627,tetM,1,WF,yes,manure,913223.3254,1-WF
C06,41P_3,41,3,3,590.7969128,tetM,1,WF,yes,manure,1181593.826,1-WF
D04,42P_1,42,1,1,2805.220016,tetM,1,WF,yes,manure,5610440.032,1-WF
D05,42P_1,42,1,2,2696.642349,tetM,1,WF,yes,manure,5393284.698,1-WF
D06,42P_1,42,1,3,2726.416283,tetM,1,WF,yes,manure,5452832.566,1-WF
E04,42P_2,42,2,1,2738.044042,tetM,1,WF,yes,manure,5476088.084,1-WF
E05,42P_2,42,2,2,2732.603992,tetM,1,WF,yes,manure,5465207.984,1-WF
E06,42P_2,42,2,3,2691.616339,tetM,1,WF,yes,manure,5383232.678,1-WF
F04,42P_3,42,3,1,2824.373181,tetM,1,WF,yes,manure,5648746.362,1-WF
F05,42P_3,42,3,2,2863.402454,tetM,1,WF,yes,manure,5726804.908,1-WF
F06,42P_3,42,3,3,2907.964186,tetM,1,WF,yes,manure,5815928.372,1-WF
G04,43P_1,43,1,1,44527.84726,tetM,2,GF,no,manure,89055694.52,2-GF
G05,43P_1,43,1,2,43063.25683,tetM,2,GF,no,manure,86126513.66,2-GF
G06,43P_1,43,1,3,47027.4977,tetM,2,GF,no,manure,94054995.4,2-GF
H04,43P_2,43,2,1,24266.5489,tetM,2,GF,no,manure,48533097.8,2-GF
H05,43P_2,43,2,2,24956.21158,tetM,2,GF,no,manure,49912423.16,2-GF
H06,43P_2,43,2,3,24814.92157,tetM,2,GF,no,manure,49629843.14,2-GF
A07,43P_3,43,3,1,57735.80607,tetM,2,GF,no,manure,115471612.1,2-GF
A08,43P_3,43,3,2,57709.40033,tetM,2,GF,no,manure,115418800.7,2-GF
A09,43P_3,43,3,3,56930.60613,tetM,2,GF,no,manure,113861212.3,2-GF
B07,44P_1,44,1,1,288.4197941,tetM,1,GF,yes,manure,576839.5882,1-GF
B08,44P_1,44,1,2,244.8555997,tetM,1,GF,yes,manure,489711.1994,1-GF
B09,44P_1,44,1,3,298.3764152,tetM,1,GF,yes,manure,596752.8304,1-GF
C07,44P_2,44,2,1,447.6524341,tetM,1,GF,yes,manure,895304.8682,1-GF
C08,44P_2,44,2,2,446.2339534,tetM,1,GF,yes,manure,892467.9068,1-GF
C09,44P_2,44,2,3,452.6970043,tetM,1,GF,yes,manure,905394.0086,1-GF
D07,44P_3,44,3,1,436.1954324,tetM,1,GF,yes,manure,872390.8648,1-GF
D08,44P_3,44,3,2,436.3003184,tetM,1,GF,yes,manure,872600.6368,1-GF
D09,44P_3,44,3,3,469.0016357,tetM,1,GF,yes,manure,938003.2714,1-GF
E07,45P_1,45,1,1,1892.038927,tetM,1,WF,yes,manure,3784077.854,1-WF
E08,45P_1,45,1,2,1790.376687,tetM,1,WF,yes,manure,3580753.374,1-WF
E09,45P_1,45,1,3,1959.735738,tetM,1,WF,yes,manure,3919471.476,1-WF
F07,45P_2,45,2,1,2494.858666,tetM,1,WF,yes,manure,4989717.332,1-WF
F08,45P_2,45,2,2,2614.001682,tetM,1,WF,yes,manure,5228003.364,1-WF
F09,45P_2,45,2,3,2722.321028,tetM,1,WF,yes,manure,5444642.056,1-WF
G07,45P_3,45,3,1,2958.105296,tetM,1,WF,yes,manure,5916210.592,1-WF
G08,45P_3,45,3,2,2960.027941,tetM,1,WF,yes,manure,5920055.882,1-WF
G09,45P_3,45,3,3,2970.344462,tetM,1,WF,yes,manure,5940688.924,1-WF
H07,46P_1,46,1,1,773.8322309,tetM,1,WF,yes,manure,1547664.462,1-WF
H08,46P_1,46,1,2,764.695649,tetM,1,WF,yes,manure,1529391.298,1-WF
H09,46P_1,46,1,3,777.1337139,tetM,1,WF,yes,manure,1554267.428,1-WF
A10,46P_2,46,2,1,726.8573956,tetM,1,WF,yes,manure,1453714.791,1-WF
A11,46P_2,46,2,2,739.3992784,tetM,1,WF,yes,manure,1478798.557,1-WF
A12,46P_2,46,2,3,736.5000348,tetM,1,WF,yes,manure,1473000.07,1-WF
B10,46P_3,46,3,1,871.5840344,tetM,1,WF,yes,manure,1743168.069,1-WF
B11,46P_3,46,3,2,836.0413362,tetM,1,WF,yes,manure,1672082.672,1-WF
B12,46P_3,46,3,3,717.6153787,tetM,1,WF,yes,manure,1435230.757,1-WF
C10,47P_1,47,1,1,590.490353,tetM,1,WF,yes,manure,1180980.706,1-WF
C11,47P_1,47,1,2,461.4853121,tetM,1,WF,yes,manure,922970.6242,1-WF
C12,47P_1,47,1,3,509.1516884,tetM,1,WF,yes,manure,1018303.377,1-WF
D10,47P_2,47,2,1,694.7888596,tetM,1,WF,yes,manure,1389577.719,1-WF
D11,47P_2,47,2,2,561.9565074,tetM,1,WF,yes,manure,1123913.015,1-WF
D12,47P_2,47,2,3,634.7676546,tetM,1,WF,yes,manure,1269535.309,1-WF
E10,47P_3,47,3,1,705.0077726,tetM,1,WF,yes,manure,1410015.545,1-WF
E11,47P_3,47,3,2,709.7465656,tetM,1,WF,yes,manure,1419493.131,1-WF
E12,47P_3,47,3,3,642.7634872,tetM,1,WF,yes,manure,1285526.974,1-WF
F10,48P_1,48,1,1,143728.016,tetM,2,WF,yes,manure,287456032,2-WF
F11,48P_1,48,1,2,143044.0642,tetM,2,WF,yes,manure,286088128.4,2-WF
F12,48P_1,48,1,3,129312.2698,tetM,2,WF,yes,manure,258624539.6,2-WF
G10,48P_2,48,2,1,122986.7082,tetM,2,WF,yes,manure,245973416.4,2-WF
G11,48P_2,48,2,2,117880.317,tetM,2,WF,yes,manure,235760634,2-WF
G12,48P_2,48,2,3,112877.5914,tetM,2,WF,yes,manure,225755182.8,2-WF
H10,48P_3,48,3,1,77737.57222,tetM,2,WF,yes,manure,155475144.4,2-WF
H11,48P_3,48,3,2,78395.20234,tetM,2,WF,yes,manure,156790404.7,2-WF
H12,48P_3,48,3,3,76688.46188,tetM,2,WF,yes,manure,153376923.8,2-WF
A04,49P_1,49,1,1,11250.2827,tetM,2,WF,yes,manure,22500565.4,2-WF
A05,49P_1,49,1,2,11017.31154,tetM,2,WF,yes,manure,22034623.08,2-WF
A06,49P_1,49,1,3,12170.54813,tetM,2,WF,yes,manure,24341096.26,2-WF
B04,49P_2,49,2,1,16206.9636,tetM,2,WF,yes,manure,32413927.2,2-WF
B05,49P_2,49,2,2,16414.51782,tetM,2,WF,yes,manure,32829035.64,2-WF
B06,49P_2,49,2,3,16900.21638,tetM,2,WF,yes,manure,33800432.76,2-WF
C04,49P_3,49,3,1,20455.30885,tetM,2,WF,yes,manure,40910617.7,2-WF
C05,49P_3,49,3,2,20487.20331,tetM,2,WF,yes,manure,40974406.62,2-WF
C06,49P_3,49,3,3,20438.27374,tetM,2,WF,yes,manure,40876547.48,2-WF
B07,4P_1,4,1,1,54609.72926,tetM,2,WF,yes,manure,109219458.5,2-WF
B08,4P_1,4,1,2,54288.70313,tetM,2,WF,yes,manure,108577406.3,2-WF
B09,4P_1,4,1,3,55491.40201,tetM,2,WF,yes,manure,110982804,2-WF
C07,4P_2,4,2,1,58493.02223,tetM,2,WF,yes,manure,116986044.5,2-WF
C08,4P_2,4,2,2,56705.48169,tetM,2,WF,yes,manure,113410963.4,2-WF
C09,4P_2,4,2,3,58123.66939,tetM,2,WF,yes,manure,116247338.8,2-WF
D07,4P_3,4,3,1,79386.28687,tetM,2,WF,yes,manure,158772573.7,2-WF
D08,4P_3,4,3,2,75725.61365,tetM,2,WF,yes,manure,151451227.3,2-WF
D09,4P_3,4,3,3,79575.47992,tetM,2,WF,yes,manure,159150959.8,2-WF
D04,50P_1,50,1,1,53859.2834,tetM,2,WF,yes,manure,107718566.8,2-WF
D05,50P_1,50,1,2,54484.69587,tetM,2,WF,yes,manure,108969391.7,2-WF
D06,50P_1,50,1,3,57212.51984,tetM,2,WF,yes,manure,114425039.7,2-WF
E04,50P_2,50,2,1,52560.48719,tetM,2,WF,yes,manure,105120974.4,2-WF
E05,50P_2,50,2,2,55451.52323,tetM,2,WF,yes,manure,110903046.5,2-WF
E06,50P_2,50,2,3,53648.78436,tetM,2,WF,yes,manure,107297568.7,2-WF
F04,50P_3,50,3,1,49158.95785,tetM,2,WF,yes,manure,98317915.7,2-WF
F05,50P_3,50,3,2,51679.47182,tetM,2,WF,yes,manure,103358943.6,2-WF
F06,50P_3,50,3,3,50078.59539,tetM,2,WF,yes,manure,100157190.8,2-WF
E07,5P_1,5,1,1,266.3438105,tetM,2,WF,yes,manure,532687.621,2-WF
E08,5P_1,5,1,2,234.0109635,tetM,2,WF,yes,manure,468021.927,2-WF
E09,5P_1,5,1,3,249.3102812,tetM,2,WF,yes,manure,498620.5624,2-WF
F07,5P_2,5,2,1,664.8203448,tetM,2,WF,yes,manure,1329640.69,2-WF
F08,5P_2,5,2,2,613.8273692,tetM,2,WF,yes,manure,1227654.738,2-WF
F09,5P_2,5,2,3,600.3641009,tetM,2,WF,yes,manure,1200728.202,2-WF
G07,5P_3,5,3,1,800.2917421,tetM,2,WF,yes,manure,1600583.484,2-WF
G08,5P_3,5,3,2,807.1359214,tetM,2,WF,yes,manure,1614271.843,2-WF
G09,5P_3,5,3,3,822.7227227,tetM,2,WF,yes,manure,1645445.445,2-WF
H07,6P_1,6,1,1,1408.971654,tetM,1,WF,yes,manure,2817943.308,1-WF
H08,6P_1,6,1,2,1274.222494,tetM,1,WF,yes,manure,2548444.988,1-WF
H09,6P_1,6,1,3,1401.063323,tetM,1,WF,yes,manure,2802126.646,1-WF
A10,6P_2,6,2,1,1398.620426,tetM,1,WF,yes,manure,2797240.852,1-WF
A11,6P_2,6,2,2,1314.39171,tetM,1,WF,yes,manure,2628783.42,1-WF
A12,6P_2,6,2,3,1258.465616,tetM,1,WF,yes,manure,2516931.232,1-WF
B10,6P_3,6,3,1,1121.906992,tetM,1,WF,yes,manure,2243813.984,1-WF
B11,6P_3,6,3,2,1129.832334,tetM,1,WF,yes,manure,2259664.668,1-WF
B12,6P_3,6,3,3,981.7500943,tetM,1,WF,yes,manure,1963500.189,1-WF
C10,7P_1,7,1,1,240.2327481,tetM,1,GF,yes,manure,480465.4962,1-GF
C11,7P_1,7,1,2,234.2760732,tetM,1,GF,yes,manure,468552.1464,1-GF
C12,7P_1,7,1,3,225.7811739,tetM,1,GF,yes,manure,451562.3478,1-GF
D10,7P_2,7,2,1,554.8183233,tetM,1,GF,yes,manure,1109636.647,1-GF
D11,7P_2,7,2,2,546.5946412,tetM,1,GF,yes,manure,1093189.282,1-GF
D12,7P_2,7,2,3,608.6998861,tetM,1,GF,yes,manure,1217399.772,1-GF
E10,7P_3,7,3,1,1100.379915,tetM,1,GF,yes,manure,2200759.83,1-GF
E11,7P_3,7,3,2,1113.765448,tetM,1,GF,yes,manure,2227530.896,1-GF
E12,7P_3,7,3,3,1079.910003,tetM,1,GF,yes,manure,2159820.006,1-GF
F10,8P_1,8,1,1,717.0346884,tetM,2,GF,yes,manure,1434069.377,2-GF
F11,8P_1,8,1,2,730.8365902,tetM,2,GF,yes,manure,1461673.18,2-GF
F12,8P_1,8,1,3,760.6551163,tetM,2,GF,yes,manure,1521310.233,2-GF
G10,8P_2,8,2,1,1884.984296,tetM,2,GF,yes,manure,3769968.592,2-GF
G11,8P_2,8,2,2,1710.365568,tetM,2,GF,yes,manure,3420731.136,2-GF
G12,8P_2,8,2,3,1679.538604,tetM,2,GF,yes,manure,3359077.208,2-GF
H10,8P_3,8,3,1,1602.039865,tetM,2,GF,yes,manure,3204079.73,2-GF
H11,8P_3,8,3,2,1674.115128,tetM,2,GF,yes,manure,3348230.256,2-GF
H12,8P_3,8,3,3,1650.503297,tetM,2,GF,yes,manure,3301006.594,2-GF
A04,9P_1,9,1,1,1185.798831,tetM,2,Gilt,yes,manure,2371597.662,2-Gilt
A06,9P_1,9,1,2,1201.035012,tetM,2,Gilt,yes,manure,2402070.024,2-Gilt
B04,9P_2,9,2,3,896.9300081,tetM,2,Gilt,yes,manure,1793860.016,2-Gilt
B06,9P_2,9,2,1,900.6417667,tetM,2,Gilt,yes,manure,1801283.533,2-Gilt
C04,9P_3,9,3,2,1070.151417,tetM,2,Gilt,yes,manure,2140302.834,2-Gilt
C06,9P_3,9,3,3,1083.13693,tetM,2,Gilt,yes,manure,2166273.86,2-Gilt
H07,INHF10_1,INHF10,1,1,916.4985863,tetM,Soil,Soil,Soil,soil,1832997.173,Soil
H08,INHF10_1,INHF10,1,2,967.4316688,tetM,Soil,Soil,Soil,soil,1934863.338,Soil
H09,INHF10_1,INHF10,1,3,901.2405634,tetM,Soil,Soil,Soil,soil,1802481.127,Soil
A10,INHF10_2,INHF10,2,1,21294.60413,tetM,Soil,Soil,Soil,soil,42589208.26,Soil
A11,INHF10_2,INHF10,2,2,21076.9104,tetM,Soil,Soil,Soil,soil,42153820.8,Soil
A12,INHF10_2,INHF10,2,3,20844.10185,tetM,Soil,Soil,Soil,soil,41688203.7,Soil
B10,INHF10_3,INHF10,3,1,1,tetM,Soil,Soil,Soil,soil,2000,Soil
B11,INHF10_3,INHF10,3,2,3.644663218,tetM,Soil,Soil,Soil,soil,7289.326436,Soil
B12,INHF10_3,INHF10,3,3,1,tetM,Soil,Soil,Soil,soil,2000,Soil
G04,Manure_1,manure,1,1,8073.299275,tetM,1,WF,yes,control manure,16146598.55,1-WF
G05,Manure_1,manure,1,2,8822.983562,tetM,1,WF,yes,control manure,17645967.12,1-WF
G06,Manure_1,manure,1,3,8901.249279,tetM,1,WF,yes,control manure,17802498.56,1-WF
H04,Manure_2,manure,2,1,5359.483061,tetM,1,WF,yes,control manure,10718966.12,1-WF
H05,Manure_2,manure,2,2,5473.79957,tetM,1,WF,yes,control manure,10947599.14,1-WF
H06,Manure_2,manure,2,3,5376.421504,tetM,1,WF,yes,control manure,10752843.01,1-WF
A07,Manure_3,manure,3,1,210345.0982,tetM,1,WF,yes,control manure,420690196.4,1-WF
A08,Manure_3,manure,3,2,207406.3534,tetM,1,WF,yes,control manure,414812706.8,1-WF
A09,Manure_3,manure,3,3,201535.5142,tetM,1,WF,yes,control manure,403071028.4,1-WF
E07,NEAL10_1,NEAL10,1,1,934.5003941,tetM,Soil,Soil,Soil,soil,1869000.788,Soil
E08,NEAL10_1,NEAL10,1,2,873.1234232,tetM,Soil,Soil,Soil,soil,1746246.846,Soil
E09,NEAL10_1,NEAL10,1,3,807.7120998,tetM,Soil,Soil,Soil,soil,1615424.2,Soil
F07,NEAL10_2,NEAL10,2,1,3.122743068,tetM,Soil,Soil,Soil,soil,6245.486136,Soil
F08,NEAL10_2,NEAL10,2,2,5.065145748,tetM,Soil,Soil,Soil,soil,10130.2915,Soil
F09,NEAL10_2,NEAL10,2,3,1,tetM,Soil,Soil,Soil,soil,2000,Soil
G07,NEAL10_3,NEAL10,3,1,1135.675951,tetM,Soil,Soil,Soil,soil,2271351.902,Soil
G08,NEAL10_3,NEAL10,3,2,1241.694097,tetM,Soil,Soil,Soil,soil,2483388.194,Soil
G09,NEAL10_3,NEAL10,3,3,1036.923782,tetM,Soil,Soil,Soil,soil,2073847.564,Soil
B07,WOR10_1,WOR10,1,1,423.8061254,tetM,Soil,Soil,Soil,soil,847612.2508,Soil
B08,WOR10_1,WOR10,1,2,420.7404687,tetM,Soil,Soil,Soil,soil,841480.9374,Soil
B09,WOR10_1,WOR10,1,3,435.3596182,tetM,Soil,Soil,Soil,soil,870719.2364,Soil
C07,WOR10_2,WOR10,2,1,285.095954,tetM,Soil,Soil,Soil,soil,570191.908,Soil
C08,WOR10_2,WOR10,2,2,285.3201325,tetM,Soil,Soil,Soil,soil,570640.265,Soil
C09,WOR10_2,WOR10,2,3,284.1629494,tetM,Soil,Soil,Soil,soil,568325.8988,Soil
D07,WOR10_3,WOR10,3,1,512.2763337,tetM,Soil,Soil,Soil,soil,1024552.667,Soil
D08,WOR10_3,WOR10,3,2,466.6517346,tetM,Soil,Soil,Soil,soil,933303.4692,Soil
D09,WOR10_3,WOR10,3,3,497.8199862,tetM,Soil,Soil,Soil,soil,995639.9724,Soil
